Output format is csv.
p_name,total_qty
floral orchid orchid sandy aquamarine,787
ivory plum red dark chocolate,811
mint violet olive lavender peach,324
frosted snow papaya pink linen,402
white spring deep midnight aquamarine,671
floral red lemon medium chartreuse,518
navy misty dim floral medium,388
brown almond smoke linen navajo,624
steel lawn grey chartreuse lime,675
aquamarine pale wheat lemon sienna,639
blue turquoise yellow midnight rose,502
sienna honeydew violet saddle olive,820
pink dodger white chocolate thistle,388
midnight smoke brown cream tomato,699
blue light salmon green olive,428
peru khaki misty lawn frosted,459
navy brown sandy snow dodger,584
honeydew midnight medium ivory lawn,304
steel yellow metallic saddle chocolate,245
cyan wheat blue red puff,282
black ivory linen powder midnight,484
honeydew firebrick cyan bisque seashell,717
purple violet goldenrod deep rose,786
spring white purple dim indian,512
burnished papaya dodger peach turquoise,420
slate rosy cyan smoke wheat,760
violet chocolate medium white orange,572
navajo burnished pink sienna magenta,436
bisque olive dark gainsboro floral,417
deep black puff beige linen,497
antique puff sky steel blanched,520
ghost violet moccasin bisque navajo,535
antique saddle tomato chocolate orange,682
plum firebrick hot wheat dodger,602
rosy forest hot burnished white,849
steel rosy red aquamarine wheat,309
drab pale drab yellow frosted,499
lavender cyan medium light cream,584
dim moccasin forest midnight chocolate,621
yellow pale firebrick pink aquamarine,790
seashell burlywood wheat navy saddle,664
mint dark violet orange tomato,810
coral salmon peach slate navajo,503
olive honeydew coral forest lace,627
royal dark firebrick ivory rose,730
steel tomato maroon floral azure,584
lace sky almond sky burlywood,519
wheat pink dark rosy blanched,693
rosy ghost lace cream rose,633
brown lime ivory thistle red,331
dim sienna navajo firebrick wheat,740
midnight navy red cyan purple,665
rosy ghost coral yellow royal,535
light rosy aquamarine cornflower honeydew,579
thistle coral dodger indian blue,637
violet navy turquoise orchid thistle,494
lemon purple cornsilk grey peru,750
peach lime sky plum orchid,590
lemon sky sky tomato forest,690
chocolate tomato gainsboro purple white,435
grey olive slate metallic beige,462
purple rosy lemon linen snow,713
lace forest peach beige dodger,721
plum wheat lawn red slate,471
blanched blush metallic maroon sandy,443
yellow sienna deep tomato forest,705
drab navy goldenrod pale beige,492
royal antique brown rosy navy,399
royal yellow orange lavender indian,622
saddle peru red deep cream,607
slate medium goldenrod orange coral,712
black mint smoke wheat tan,611
midnight saddle burnished rosy seashell,824
aquamarine steel bisque sienna cyan,431
burnished lace indian green olive,499
olive beige thistle drab mint,602
wheat green burnished gainsboro slate,534
black burnished smoke brown lemon,744
cream lace frosted yellow blush,565
sky firebrick khaki yellow honeydew,754
forest drab firebrick forest floral,517
firebrick saddle gainsboro light purple,420
linen cyan drab hot cornflower,676
pink snow moccasin frosted chiffon,534
lace coral khaki deep dark,619
khaki honeydew plum lavender yellow,772
peru dodger forest olive khaki,461
metallic lemon drab dodger honeydew,640
frosted dark almond navajo rose,580
olive gainsboro honeydew rose cyan,684
orange beige beige pink magenta,560
floral beige peach misty puff,529
tomato coral black smoke purple,467
pale lemon yellow linen pale,703
lemon rose metallic tan grey,702
turquoise puff thistle dark seashell,570
gainsboro midnight plum navajo medium,650
linen turquoise coral moccasin yellow,792
brown gainsboro khaki lace sky,696
saddle sienna sienna ivory blush,516
tomato moccasin peru mint medium,716
sky lawn honeydew moccasin aquamarine,728
floral misty linen violet turquoise,425
pink navy hot dodger slate,888
royal metallic lime salmon drab,429
aquamarine grey lemon frosted indian,601
rosy steel chartreuse chocolate snow,619
indian khaki burnished tomato burlywood,646
green burlywood moccasin rose peru,605
antique yellow grey hot chiffon,738
coral firebrick magenta pink mint,415
aquamarine firebrick khaki navajo lace,711
yellow blanched lime rose ivory,460
snow royal royal midnight honeydew,289
mint powder orange tomato white,584
turquoise cyan peru slate seashell,417
almond navajo peru slate sky,362
grey deep antique cream moccasin,602
chiffon metallic pink chiffon yellow,451
medium moccasin moccasin hot antique,621
yellow lace wheat mint smoke,623
chartreuse burnished cyan forest beige,634
maroon turquoise magenta slate spring,481
goldenrod chartreuse tan navajo navajo,777
deep midnight chiffon seashell lace,673
green pale cornflower yellow sienna,753
burnished rosy white blanched purple,343
green antique pink dodger midnight,522
goldenrod rosy slate blush almond,484
moccasin white powder magenta lime,426
wheat cyan drab chartreuse papaya,281
sandy floral blanched sandy orange,544
ghost peru indian drab plum,735
royal thistle salmon green smoke,488
red peru floral midnight dodger,544
navy honeydew goldenrod mint snow,550
royal green peru mint black,784
spring puff smoke khaki goldenrod,443
sandy hot snow dodger puff,525
dark sky orchid ghost floral,705
cornflower lemon tan sky smoke,349
wheat orange lace navy light,646
olive coral khaki lemon saddle,522
firebrick red rose indian hot,561
cream firebrick chartreuse thistle linen,527
metallic navy chiffon turquoise salmon,477
ghost gainsboro midnight drab aquamarine,559
brown linen midnight burlywood brown,623
peach cream black rosy powder,523
sandy smoke lemon firebrick antique,857
lavender spring chartreuse lawn dodger,627
coral magenta lime red grey,537
midnight plum orange violet navy,590
maroon medium gainsboro lace sky,491
turquoise powder midnight yellow frosted,261
khaki pale antique misty frosted,552
pale pink deep peru gainsboro,504
powder cyan firebrick burnished steel,452
antique deep olive slate midnight,846
chiffon steel navy burlywood lime,623
metallic wheat navajo yellow light,605
magenta drab smoke orange navajo,481
blanched peach medium navajo black,417
yellow moccasin pale firebrick indian,696
thistle smoke indian spring olive,939
metallic metallic sandy black chocolate,871
floral brown goldenrod yellow firebrick,426
moccasin khaki rosy seashell steel,639
antique chocolate cornsilk steel tan,543
light cornflower purple red grey,393
chartreuse honeydew dim medium orange,774
spring ghost magenta olive red,363
grey salmon burlywood peru turquoise,608
navy beige plum maroon beige,648
hot aquamarine cream tomato linen,582
black red antique dim cyan,541
beige sandy sienna thistle ivory,662
wheat antique hot almond sienna,516
grey navy snow chocolate turquoise,667
peach black bisque thistle dim,745
steel hot slate puff green,1004
yellow wheat magenta grey saddle,471
grey coral purple cornflower navy,567
chocolate indian peru blanched powder,677
lace orange ghost yellow orange,515
firebrick almond yellow papaya peach,417
indian rose purple hot azure,589
blue honeydew yellow almond midnight,575
hot ghost mint almond violet,600
snow peach navy azure orchid,390
peru spring beige beige mint,592
pale lavender cornsilk drab beige,612
aquamarine puff dark olive cornflower,454
burnished steel tomato rose dodger,514
lemon pale cornsilk bisque goldenrod,454
metallic lace slate hot turquoise,277
magenta linen smoke sienna slate,619
sky medium lemon ivory deep,461
rose sky lace lavender floral,409
indian rose azure light turquoise,522
antique seashell pale black powder,912
dark light honeydew purple cornflower,657
beige misty burnished peach slate,560
moccasin chocolate coral blush lawn,886
floral steel rose gainsboro chiffon,432
misty frosted cornsilk papaya dodger,510
dim azure puff magenta cornsilk,399
lemon dim salmon peach rosy,693
grey lemon pale lavender forest,422
goldenrod dim light navajo metallic,459
sienna dim dim khaki gainsboro,504
pink red coral violet cornsilk,575
midnight chiffon ivory lace azure,547
purple almond dark olive indian,575
orchid navy red plum pale,405
khaki khaki sky light lime,649
sky cyan goldenrod dim steel,568
cornsilk dim sienna firebrick indian,535
olive honeydew yellow papaya tan,483
metallic misty dim cream sienna,512
goldenrod linen peach hot antique,384
antique firebrick deep cornflower puff,555
misty deep pink gainsboro lime,404
chocolate sky pink plum chocolate,388
tomato maroon yellow antique steel,473
magenta pale olive linen bisque,606
turquoise moccasin red dark light,588
tomato pale spring steel deep,625
blue navajo lavender spring blanched,623
brown goldenrod thistle burnished azure,567
smoke ghost dim tan goldenrod,328
green lavender ghost honeydew almond,521
pale mint mint spring floral,768
lawn dodger burnished maroon lace,534
cream navy midnight wheat khaki,583
aquamarine turquoise ivory tan azure,541
mint lace khaki puff floral,448
yellow coral tomato navajo white,564
turquoise frosted puff puff cornsilk,398
mint green pink red magenta,697
blush beige gainsboro green saddle,537
royal drab violet lawn snow,886
lace red sienna salmon floral,496
cornsilk yellow beige royal pink,880
slate dodger tomato khaki lime,477
brown green powder firebrick moccasin,530
moccasin red cornflower hot purple,788
firebrick rose metallic khaki beige,546
olive aquamarine royal seashell black,860
medium puff antique light rosy,585
powder purple orange lemon cornsilk,543
blanched white olive blanched burlywood,660
rose blanched azure pink indian,450
brown deep ghost deep chartreuse,652
chartreuse puff antique thistle rose,504
ivory gainsboro royal goldenrod khaki,861
orange hot dark cream salmon,786
slate peach khaki honeydew yellow,547
black green turquoise dodger orchid,594
tomato linen peach antique honeydew,572
royal indian steel floral magenta,651
dodger almond violet navy antique,759
grey goldenrod chartreuse sky wheat,659
wheat chocolate goldenrod almond rose,627
thistle ivory smoke orchid peru,446
powder floral ghost peru blanched,665
rosy sandy saddle cream peach,488
lavender azure magenta tan maroon,704
powder salmon burlywood medium cyan,465
moccasin drab pink peru cream,522
chocolate drab plum white lavender,843
seashell olive aquamarine coral coral,496
firebrick powder rosy beige white,545
beige moccasin maroon mint khaki,589
rosy moccasin black dim sienna,993
blue lace goldenrod white navajo,465
gainsboro sky navajo white snow,808
khaki cyan dim puff dark,405
azure royal honeydew hot dim,666
pale seashell light maroon seashell,529
smoke pink smoke powder burnished,571
blush snow lawn deep rosy,232
indian floral antique burlywood peru,758
magenta spring turquoise olive lime,719
violet royal ghost hot burnished,649
metallic plum cornsilk linen ivory,711
dim mint yellow red khaki,484
chiffon drab magenta bisque slate,584
tan khaki puff forest sienna,752
saddle grey navajo orange hot,587
cornflower almond indian firebrick dodger,567
cyan lavender dim indian chartreuse,852
indian steel hot blue bisque,713
snow floral wheat honeydew navajo,445
misty midnight lawn orange almond,651
tomato olive frosted burlywood orchid,528
dark thistle honeydew blue gainsboro,710
almond peru green floral violet,628
burlywood lace blanched floral royal,324
blush turquoise dark metallic saddle,637
thistle gainsboro red gainsboro rosy,460
smoke wheat indian orchid salmon,428
powder misty thistle light lace,511
frosted linen firebrick peru coral,731
magenta light white tan peru,689
lace tan blush indian puff,640
ghost black smoke dodger hot,604
sienna sandy navy powder hot,627
rose lace pink lime thistle,599
snow rosy rosy white peach,520
red navajo metallic cream aquamarine,564
forest brown orange chartreuse almond,395
goldenrod ivory black azure almond,455
papaya azure misty lace chartreuse,648
pale blanched cyan medium green,591
goldenrod wheat ivory navajo slate,748
cornflower sandy tomato pink olive,725
salmon lime blush lawn turquoise,427
goldenrod deep sandy black sandy,512
peach ivory indian dark lawn,594
frosted cornsilk rose salmon pale,497
white yellow aquamarine ghost steel,533
burnished red almond royal blush,516
violet dim puff black puff,596
green burnished mint rose slate,552
thistle dodger steel lawn steel,533
