Output format is csv.
o_orderkey,o_orderpriority
1372867,3-MEDIUM
1372869,2-HIGH
1372870,5-LOW
1372898,3-MEDIUM
1372899,1-URGENT
1372901,2-HIGH
1372903,4-NOT SPECIFIED
1372928,4-NOT SPECIFIED
1372932,5-LOW
1372933,4-NOT SPECIFIED
1372960,4-NOT SPECIFIED
1372961,4-NOT SPECIFIED
1372962,5-LOW
1372964,2-HIGH
1372992,4-NOT SPECIFIED
1372993,3-MEDIUM
1372994,3-MEDIUM
1372995,5-LOW
1372996,4-NOT SPECIFIED
1372998,1-URGENT
1372999,3-MEDIUM
1373024,4-NOT SPECIFIED
1373025,2-HIGH
1373026,2-HIGH
1373027,1-URGENT
1373028,1-URGENT
1373031,3-MEDIUM
1373056,5-LOW
1373059,1-URGENT
1373060,3-MEDIUM
1373061,5-LOW
1373062,3-MEDIUM
1373063,5-LOW
1373088,5-LOW
1373091,2-HIGH
1373094,3-MEDIUM
1373095,1-URGENT
1373121,1-URGENT
1373124,1-URGENT
1373153,5-LOW
1373154,1-URGENT
1373155,4-NOT SPECIFIED
1373157,1-URGENT
1373159,4-NOT SPECIFIED
1373184,1-URGENT
1373187,5-LOW
1373188,2-HIGH
1373189,1-URGENT
1373191,2-HIGH
1373218,3-MEDIUM
1373220,4-NOT SPECIFIED
1373221,5-LOW
1373248,1-URGENT
1373251,3-MEDIUM
1373253,3-MEDIUM
1373283,1-URGENT
1373285,1-URGENT
1373312,5-LOW
1373313,1-URGENT
1373314,3-MEDIUM
1373315,2-HIGH
1373316,2-HIGH
1373317,2-HIGH
1373318,4-NOT SPECIFIED
1373344,1-URGENT
1373345,3-MEDIUM
1373346,3-MEDIUM
1373348,3-MEDIUM
1373351,1-URGENT
1373376,3-MEDIUM
1373377,4-NOT SPECIFIED
1373379,3-MEDIUM
1373381,1-URGENT
1373382,3-MEDIUM
1373408,1-URGENT
1373410,1-URGENT
1373411,4-NOT SPECIFIED
1373441,5-LOW
1373443,3-MEDIUM
1373444,2-HIGH
1373472,1-URGENT
1373474,5-LOW
1373475,2-HIGH
1373476,5-LOW
1373478,4-NOT SPECIFIED
1373504,3-MEDIUM
1373505,1-URGENT
1373508,1-URGENT
1373509,2-HIGH
1373511,4-NOT SPECIFIED
1373536,5-LOW
1373537,5-LOW
1373538,3-MEDIUM
1373539,1-URGENT
1373540,5-LOW
1373541,2-HIGH
1373542,5-LOW
1373568,3-MEDIUM
1373569,1-URGENT
1373570,1-URGENT
1373571,5-LOW
1373575,2-HIGH
1373601,3-MEDIUM
1373602,3-MEDIUM
1373603,1-URGENT
1373604,1-URGENT
1373606,1-URGENT
1373607,1-URGENT
1373634,5-LOW
1373635,1-URGENT
1373636,3-MEDIUM
1373637,5-LOW
1373639,1-URGENT
1373665,1-URGENT
1373667,2-HIGH
1373668,1-URGENT
1373669,1-URGENT
1373670,2-HIGH
1373697,4-NOT SPECIFIED
1373698,1-URGENT
1373699,1-URGENT
1373700,5-LOW
1373701,1-URGENT
1373702,3-MEDIUM
1373703,1-URGENT
1373729,1-URGENT
1373730,4-NOT SPECIFIED
1373731,2-HIGH
1373734,4-NOT SPECIFIED
1373762,5-LOW
1373763,1-URGENT
1373764,1-URGENT
1373767,5-LOW
1373792,1-URGENT
1373794,5-LOW
1373795,3-MEDIUM
1373797,1-URGENT
1373799,1-URGENT
1373824,1-URGENT
1373829,1-URGENT
1373830,4-NOT SPECIFIED
1373859,1-URGENT
1373861,2-HIGH
1373862,5-LOW
1373863,4-NOT SPECIFIED
1373889,5-LOW
1373890,4-NOT SPECIFIED
1373892,1-URGENT
1373894,5-LOW
1373895,2-HIGH
1373922,1-URGENT
1373924,3-MEDIUM
1373926,4-NOT SPECIFIED
1373952,2-HIGH
1373953,4-NOT SPECIFIED
1373954,3-MEDIUM
1373955,1-URGENT
1373959,1-URGENT
1373986,1-URGENT
1373987,1-URGENT
1373989,1-URGENT
1373990,2-HIGH
1373991,5-LOW
1374017,1-URGENT
1374018,1-URGENT
1374019,4-NOT SPECIFIED
1374020,2-HIGH
1374021,1-URGENT
1374048,3-MEDIUM
1374049,1-URGENT
1374050,1-URGENT
1374054,2-HIGH
1374082,2-HIGH
1374083,1-URGENT
1374084,5-LOW
1374085,1-URGENT
1374117,1-URGENT
1374118,1-URGENT
1374119,1-URGENT
1374145,4-NOT SPECIFIED
1374148,1-URGENT
1374149,2-HIGH
1374151,5-LOW
1374176,1-URGENT
1374177,5-LOW
1374178,3-MEDIUM
1374179,5-LOW
1374180,5-LOW
1374181,3-MEDIUM
1374183,2-HIGH
1374208,1-URGENT
1374209,1-URGENT
1374212,5-LOW
1374214,3-MEDIUM
1374240,1-URGENT
1374242,3-MEDIUM
1374243,1-URGENT
1374244,1-URGENT
1374245,1-URGENT
1374246,3-MEDIUM
1374272,3-MEDIUM
1374273,2-HIGH
1374274,3-MEDIUM
1374275,1-URGENT
1374276,1-URGENT
1374277,2-HIGH
1374305,2-HIGH
1374306,1-URGENT
1374307,4-NOT SPECIFIED
1374311,1-URGENT
1374336,5-LOW
1374337,1-URGENT
1374338,2-HIGH
1374339,5-LOW
1374340,5-LOW
1374341,4-NOT SPECIFIED
1374343,5-LOW
1374368,5-LOW
1374371,1-URGENT
1374374,3-MEDIUM
1374400,2-HIGH
1374402,2-HIGH
1374403,2-HIGH
1374404,2-HIGH
1374406,1-URGENT
1374407,1-URGENT
1374432,4-NOT SPECIFIED
1374433,4-NOT SPECIFIED
1374435,4-NOT SPECIFIED
1374437,2-HIGH
1374439,5-LOW
1374464,4-NOT SPECIFIED
1374466,3-MEDIUM
1374467,2-HIGH
1374470,1-URGENT
1374471,5-LOW
1374497,2-HIGH
1374499,3-MEDIUM
1374528,1-URGENT
1374529,4-NOT SPECIFIED
1374535,1-URGENT
1374562,5-LOW
1374564,3-MEDIUM
1374565,1-URGENT
1374592,2-HIGH
1374593,1-URGENT
1374594,5-LOW
1374595,4-NOT SPECIFIED
1374597,1-URGENT
1374598,5-LOW
1374599,1-URGENT
1374624,3-MEDIUM
1374626,5-LOW
1374629,2-HIGH
1374630,4-NOT SPECIFIED
1374631,4-NOT SPECIFIED
1374656,1-URGENT
1374659,4-NOT SPECIFIED
1374660,1-URGENT
1374661,4-NOT SPECIFIED
1374662,3-MEDIUM
1374691,5-LOW
1374692,1-URGENT
1374693,5-LOW
1374694,4-NOT SPECIFIED
1374720,5-LOW
1374721,3-MEDIUM
1374723,4-NOT SPECIFIED
1374724,3-MEDIUM
1374725,1-URGENT
1374726,5-LOW
1374727,1-URGENT
1374752,3-MEDIUM
1374754,1-URGENT
1374756,1-URGENT
1374757,5-LOW
1374758,3-MEDIUM
1374784,5-LOW
1374785,3-MEDIUM
1374786,3-MEDIUM
1374788,1-URGENT
1374789,5-LOW
1374791,5-LOW
1374816,1-URGENT
1374817,2-HIGH
1374818,5-LOW
1374819,2-HIGH
1374821,3-MEDIUM
1374822,1-URGENT
1374823,5-LOW
1374848,5-LOW
1374849,4-NOT SPECIFIED
1374851,3-MEDIUM
1374853,3-MEDIUM
1374881,1-URGENT
1374882,1-URGENT
1374883,1-URGENT
1374884,3-MEDIUM
1374886,4-NOT SPECIFIED
1374887,2-HIGH
1374913,1-URGENT
1374914,4-NOT SPECIFIED
1374915,4-NOT SPECIFIED
1374916,1-URGENT
1374944,1-URGENT
1374947,1-URGENT
1374948,5-LOW
1374949,3-MEDIUM
1374950,2-HIGH
1374976,5-LOW
1374978,4-NOT SPECIFIED
1374980,5-LOW
1374983,5-LOW
1375008,5-LOW
1375009,1-URGENT
1375040,4-NOT SPECIFIED
1375041,4-NOT SPECIFIED
1375042,3-MEDIUM
1375043,3-MEDIUM
1375044,1-URGENT
1375045,5-LOW
1375046,1-URGENT
1375072,2-HIGH
1375073,3-MEDIUM
1375075,4-NOT SPECIFIED
1375077,3-MEDIUM
1375079,5-LOW
1375105,3-MEDIUM
1375106,4-NOT SPECIFIED
1375107,4-NOT SPECIFIED
1375109,3-MEDIUM
1375111,4-NOT SPECIFIED
1375136,4-NOT SPECIFIED
1375138,4-NOT SPECIFIED
1375140,3-MEDIUM
1375141,1-URGENT
1375142,3-MEDIUM
1375168,4-NOT SPECIFIED
1375169,1-URGENT
1375170,1-URGENT
1375171,3-MEDIUM
1375200,1-URGENT
1375201,5-LOW
1375204,1-URGENT
1375205,4-NOT SPECIFIED
1375207,4-NOT SPECIFIED
1375232,3-MEDIUM
1375233,3-MEDIUM
1375236,1-URGENT
1375237,2-HIGH
1375238,5-LOW
1375264,4-NOT SPECIFIED
1375265,4-NOT SPECIFIED
1375266,1-URGENT
1375269,3-MEDIUM
1375296,5-LOW
1375298,1-URGENT
1375299,5-LOW
1375300,4-NOT SPECIFIED
1375302,5-LOW
1375303,3-MEDIUM
1375328,1-URGENT
1375329,2-HIGH
1375331,3-MEDIUM
1375333,1-URGENT
1375334,1-URGENT
1375363,1-URGENT
1375364,5-LOW
1375366,1-URGENT
1375367,1-URGENT
1375392,5-LOW
1375394,5-LOW
1375397,1-URGENT
1375399,4-NOT SPECIFIED
1375424,1-URGENT
1375425,5-LOW
1375428,4-NOT SPECIFIED
1375429,5-LOW
1375430,4-NOT SPECIFIED
1375431,4-NOT SPECIFIED
1375458,2-HIGH
1375460,3-MEDIUM
1375463,2-HIGH
1375488,2-HIGH
1375491,4-NOT SPECIFIED
1375492,1-URGENT
1375495,2-HIGH
1375520,5-LOW
1375522,3-MEDIUM
1375525,2-HIGH
1375527,1-URGENT
1375552,5-LOW
1375553,4-NOT SPECIFIED
1375555,5-LOW
1375557,5-LOW
1375558,1-URGENT
1375586,4-NOT SPECIFIED
1375587,1-URGENT
1375588,3-MEDIUM
1375590,1-URGENT
1375617,1-URGENT
1375618,1-URGENT
1375619,5-LOW
1375650,5-LOW
1375651,4-NOT SPECIFIED
1375654,3-MEDIUM
1375680,2-HIGH
1375682,2-HIGH
1375683,3-MEDIUM
1375684,1-URGENT
1375687,2-HIGH
1375713,1-URGENT
1375716,3-MEDIUM
1375719,1-URGENT
1375745,1-URGENT
1375749,4-NOT SPECIFIED
1375750,1-URGENT
1375778,3-MEDIUM
1375780,1-URGENT
1375781,5-LOW
1375782,2-HIGH
1375783,4-NOT SPECIFIED
1375808,3-MEDIUM
1375809,1-URGENT
1375813,5-LOW
1375814,5-LOW
1375815,2-HIGH
1375841,1-URGENT
1375842,1-URGENT
1375844,3-MEDIUM
1375845,3-MEDIUM
1375846,5-LOW
1375847,1-URGENT
1375873,2-HIGH
1375874,3-MEDIUM
1375875,3-MEDIUM
1375876,2-HIGH
1375877,1-URGENT
1375878,3-MEDIUM
1375879,1-URGENT
1375907,1-URGENT
1375910,4-NOT SPECIFIED
1375911,4-NOT SPECIFIED
1375937,3-MEDIUM
1375938,1-URGENT
1375941,1-URGENT
1375942,4-NOT SPECIFIED
1375943,4-NOT SPECIFIED
1375968,4-NOT SPECIFIED
1375969,3-MEDIUM
1375970,4-NOT SPECIFIED
1375971,2-HIGH
1375973,5-LOW
1376000,3-MEDIUM
1376002,3-MEDIUM
1376004,1-URGENT
1376006,4-NOT SPECIFIED
1376032,5-LOW
1376034,4-NOT SPECIFIED
1376035,4-NOT SPECIFIED
1376039,2-HIGH
1376064,5-LOW
1376065,3-MEDIUM
1376067,3-MEDIUM
1376068,4-NOT SPECIFIED
1376096,4-NOT SPECIFIED
1376098,1-URGENT
1376100,2-HIGH
1376103,4-NOT SPECIFIED
1376129,3-MEDIUM
1376131,4-NOT SPECIFIED
1376133,5-LOW
1376134,1-URGENT
1376135,3-MEDIUM
1376160,1-URGENT
1376161,2-HIGH
1376162,5-LOW
1376164,1-URGENT
1376165,2-HIGH
1376167,1-URGENT
1376192,3-MEDIUM
1376193,2-HIGH
1376194,4-NOT SPECIFIED
1376196,4-NOT SPECIFIED
1376224,4-NOT SPECIFIED
1376225,4-NOT SPECIFIED
1376228,3-MEDIUM
1376229,5-LOW
1376256,4-NOT SPECIFIED
1376258,3-MEDIUM
1376259,5-LOW
1376289,2-HIGH
1376291,1-URGENT
1376292,3-MEDIUM
1376293,3-MEDIUM
1376294,1-URGENT
1376295,2-HIGH
1376320,1-URGENT
1376321,1-URGENT
1376327,2-HIGH
1376356,3-MEDIUM
1376357,3-MEDIUM
1376385,1-URGENT
1376387,2-HIGH
1376388,5-LOW
1376389,1-URGENT
1376416,1-URGENT
1376417,2-HIGH
1376418,3-MEDIUM
1376419,4-NOT SPECIFIED
1376422,2-HIGH
1376448,3-MEDIUM
1376449,3-MEDIUM
1376451,5-LOW
1376453,2-HIGH
1376481,1-URGENT
1376484,5-LOW
1376485,3-MEDIUM
1376486,1-URGENT
1376487,4-NOT SPECIFIED
1376514,1-URGENT
1376516,3-MEDIUM
1376517,1-URGENT
1376518,3-MEDIUM
1376545,1-URGENT
1376547,2-HIGH
1376551,4-NOT SPECIFIED
1376580,5-LOW
1376582,1-URGENT
1376608,1-URGENT
1376611,2-HIGH
1376613,1-URGENT
1376614,1-URGENT
1376640,1-URGENT
1376641,4-NOT SPECIFIED
1376643,2-HIGH
1376644,1-URGENT
1376647,2-HIGH
1376673,4-NOT SPECIFIED
1376674,5-LOW
1376675,1-URGENT
1376677,4-NOT SPECIFIED
1376678,3-MEDIUM
1376704,1-URGENT
1376705,2-HIGH
1376708,5-LOW
1376710,1-URGENT
1376736,3-MEDIUM
1376737,2-HIGH
1376738,2-HIGH
1376740,4-NOT SPECIFIED
1376742,2-HIGH
1376743,1-URGENT
1376769,1-URGENT
1376770,3-MEDIUM
1376773,1-URGENT
1376774,4-NOT SPECIFIED
1376775,2-HIGH
1376800,5-LOW
1376802,2-HIGH
1376803,3-MEDIUM
1376804,4-NOT SPECIFIED
1376832,5-LOW
1376834,2-HIGH
1376835,3-MEDIUM
1376836,5-LOW
1376838,4-NOT SPECIFIED
1376839,3-MEDIUM
1376864,4-NOT SPECIFIED
1376865,4-NOT SPECIFIED
1376866,5-LOW
1376867,1-URGENT
1376869,2-HIGH
1376870,1-URGENT
1376896,4-NOT SPECIFIED
1376899,3-MEDIUM
1376928,4-NOT SPECIFIED
1376929,4-NOT SPECIFIED
1376930,2-HIGH
1376931,3-MEDIUM
1376932,5-LOW
1376933,5-LOW
1376934,2-HIGH
1376935,2-HIGH
1376960,1-URGENT
1376961,2-HIGH
1376962,1-URGENT
1376965,3-MEDIUM
1376967,2-HIGH
1376992,2-HIGH
1376993,2-HIGH
1376994,3-MEDIUM
1376995,1-URGENT
1376997,3-MEDIUM
1377024,3-MEDIUM
1377027,5-LOW
1377029,1-URGENT
1377031,1-URGENT
1377056,5-LOW
1377057,3-MEDIUM
1377058,2-HIGH
1377060,1-URGENT
1377062,5-LOW
1377063,1-URGENT
1377089,4-NOT SPECIFIED
1377094,3-MEDIUM
1377095,1-URGENT
1377120,2-HIGH
1377121,3-MEDIUM
1377124,1-URGENT
1377126,1-URGENT
1377152,1-URGENT
1377157,5-LOW
1377186,1-URGENT
1377188,1-URGENT
1377189,5-LOW
1377190,1-URGENT
1377191,5-LOW
1377218,2-HIGH
1377221,1-URGENT
1377223,1-URGENT
1377249,3-MEDIUM
1377250,1-URGENT
1377251,5-LOW
1377252,5-LOW
1377253,4-NOT SPECIFIED
1377255,5-LOW
1377280,3-MEDIUM
1377284,5-LOW
1377285,1-URGENT
1377287,1-URGENT
1377313,1-URGENT
1377314,5-LOW
1377315,5-LOW
1377316,4-NOT SPECIFIED
1377317,1-URGENT
1377318,2-HIGH
1377319,5-LOW
1377344,5-LOW
1377345,1-URGENT
1377346,4-NOT SPECIFIED
1377347,5-LOW
1377351,1-URGENT
1377376,4-NOT SPECIFIED
1377377,3-MEDIUM
1377378,2-HIGH
1377379,1-URGENT
1377381,5-LOW
1377383,2-HIGH
1377410,3-MEDIUM
1377412,3-MEDIUM
1377413,3-MEDIUM
1377414,4-NOT SPECIFIED
1377440,2-HIGH
1377444,4-NOT SPECIFIED
1377445,5-LOW
1377447,5-LOW
1377472,1-URGENT
1377474,4-NOT SPECIFIED
1377475,3-MEDIUM
1377476,4-NOT SPECIFIED
1377477,1-URGENT
1377504,4-NOT SPECIFIED
1377506,3-MEDIUM
1377507,1-URGENT
1377508,1-URGENT
1377536,5-LOW
1377537,2-HIGH
1377541,4-NOT SPECIFIED
1377542,5-LOW
1377568,3-MEDIUM
1377569,2-HIGH
1377570,1-URGENT
1377571,3-MEDIUM
1377573,5-LOW
1377574,2-HIGH
1377600,4-NOT SPECIFIED
1377601,1-URGENT
1377602,2-HIGH
1377603,4-NOT SPECIFIED
1377604,1-URGENT
1377605,4-NOT SPECIFIED
1377606,1-URGENT
1377632,5-LOW
1377634,1-URGENT
1377637,1-URGENT
1377638,5-LOW
1377639,5-LOW
1377664,4-NOT SPECIFIED
1377665,1-URGENT
1377666,5-LOW
1377667,3-MEDIUM
1377671,1-URGENT
1377696,5-LOW
1377697,4-NOT SPECIFIED
1377698,1-URGENT
1377700,2-HIGH
1377701,5-LOW
1377703,2-HIGH
1377728,5-LOW
1377729,1-URGENT
1377731,2-HIGH
1377732,4-NOT SPECIFIED
1377734,2-HIGH
1377735,1-URGENT
1377761,1-URGENT
1377762,3-MEDIUM
1377767,3-MEDIUM
1377792,1-URGENT
1377793,2-HIGH
1377796,5-LOW
1377797,1-URGENT
1377798,2-HIGH
1377824,1-URGENT
1377825,5-LOW
1377826,2-HIGH
1377828,2-HIGH
1377829,1-URGENT
1377856,2-HIGH
1377857,4-NOT SPECIFIED
1377860,1-URGENT
1377862,1-URGENT
1377863,4-NOT SPECIFIED
1377888,1-URGENT
1377889,3-MEDIUM
1377890,2-HIGH
1377891,3-MEDIUM
1377893,5-LOW
1377895,1-URGENT
1377921,1-URGENT
1377922,1-URGENT
1377924,3-MEDIUM
1377926,2-HIGH
1377952,4-NOT SPECIFIED
1377953,2-HIGH
1377954,3-MEDIUM
1377955,1-URGENT
1377956,5-LOW
1377957,4-NOT SPECIFIED
1377958,1-URGENT
1377959,5-LOW
1377984,3-MEDIUM
1377987,5-LOW
1377989,2-HIGH
1377990,2-HIGH
1378016,4-NOT SPECIFIED
1378017,1-URGENT
1378018,5-LOW
1378019,3-MEDIUM
1378020,1-URGENT
1378022,4-NOT SPECIFIED
1378023,4-NOT SPECIFIED
1378048,4-NOT SPECIFIED
1378050,1-URGENT
1378051,3-MEDIUM
1378053,1-URGENT
1378054,1-URGENT
1378080,5-LOW
1378081,1-URGENT
1378083,3-MEDIUM
1378085,4-NOT SPECIFIED
1378086,2-HIGH
1378087,5-LOW
1378112,3-MEDIUM
1378113,2-HIGH
1378114,5-LOW
1378116,1-URGENT
1378119,5-LOW
1378145,2-HIGH
1378146,4-NOT SPECIFIED
1378147,5-LOW
1378149,2-HIGH
1378150,3-MEDIUM
1378176,1-URGENT
1378182,4-NOT SPECIFIED
1378183,5-LOW
1378211,3-MEDIUM
1378212,2-HIGH
1378213,5-LOW
1378214,5-LOW
1378242,1-URGENT
1378243,1-URGENT
1378245,1-URGENT
1378246,4-NOT SPECIFIED
1378274,2-HIGH
1378275,3-MEDIUM
1378276,4-NOT SPECIFIED
1378277,5-LOW
1378278,1-URGENT
1378279,3-MEDIUM
1378305,5-LOW
1378307,1-URGENT
1378311,1-URGENT
1378336,2-HIGH
1378337,3-MEDIUM
1378338,5-LOW
1378339,1-URGENT
1378340,5-LOW
1378341,3-MEDIUM
1378342,2-HIGH
1378343,1-URGENT
1378368,1-URGENT
1378369,3-MEDIUM
1378370,3-MEDIUM
1378372,4-NOT SPECIFIED
1378373,3-MEDIUM
1378374,4-NOT SPECIFIED
1378401,1-URGENT
1378402,5-LOW
1378403,5-LOW
1378404,2-HIGH
1378405,5-LOW
1378406,1-URGENT
1378432,2-HIGH
1378434,3-MEDIUM
1378437,5-LOW
1378439,4-NOT SPECIFIED
1378464,3-MEDIUM
1378465,4-NOT SPECIFIED
1378466,4-NOT SPECIFIED
1378467,1-URGENT
1378468,5-LOW
1378469,5-LOW
1378470,3-MEDIUM
1378471,3-MEDIUM
1378498,5-LOW
1378500,3-MEDIUM
1378501,2-HIGH
1378503,1-URGENT
1378528,1-URGENT
1378529,2-HIGH
1378530,1-URGENT
1378533,3-MEDIUM
1378535,5-LOW
1378560,4-NOT SPECIFIED
1378561,3-MEDIUM
1378562,1-URGENT
1378566,1-URGENT
1378592,1-URGENT
1378595,1-URGENT
1378599,1-URGENT
1378625,5-LOW
1378628,4-NOT SPECIFIED
1378631,3-MEDIUM
1378657,4-NOT SPECIFIED
1378658,3-MEDIUM
1378660,1-URGENT
1378661,4-NOT SPECIFIED
1378662,3-MEDIUM
1378688,1-URGENT
1378689,3-MEDIUM
1378690,5-LOW
1378691,4-NOT SPECIFIED
1378692,4-NOT SPECIFIED
1378695,5-LOW
1378720,1-URGENT
1378721,3-MEDIUM
1378722,1-URGENT
1378723,1-URGENT
1378726,4-NOT SPECIFIED
1378727,1-URGENT
1378757,5-LOW
1378758,5-LOW
1378759,2-HIGH
1378784,1-URGENT
1378785,5-LOW
1378788,4-NOT SPECIFIED
1378789,3-MEDIUM
1378791,3-MEDIUM
1378818,1-URGENT
1378821,3-MEDIUM
1378822,1-URGENT
1378823,1-URGENT
1378848,4-NOT SPECIFIED
1378849,2-HIGH
1378853,2-HIGH
1378854,4-NOT SPECIFIED
1378855,2-HIGH
1378880,1-URGENT
1378881,5-LOW
1378882,2-HIGH
1378883,1-URGENT
1378884,2-HIGH
1378885,1-URGENT
1378886,4-NOT SPECIFIED
1378913,5-LOW
1378917,3-MEDIUM
1378918,1-URGENT
1378919,5-LOW
1378945,1-URGENT
1378946,5-LOW
1378950,3-MEDIUM
1378951,1-URGENT
1378977,1-URGENT
1378978,5-LOW
1378979,5-LOW
1378980,4-NOT SPECIFIED
1378981,4-NOT SPECIFIED
1378982,5-LOW
1378983,2-HIGH
1379009,3-MEDIUM
1379010,4-NOT SPECIFIED
1379013,1-URGENT
1379014,4-NOT SPECIFIED
1379040,2-HIGH
1379042,4-NOT SPECIFIED
1379043,5-LOW
1379044,2-HIGH
1379045,3-MEDIUM
1379046,2-HIGH
1379072,1-URGENT
1379075,2-HIGH
1379077,2-HIGH
1379078,4-NOT SPECIFIED
1379104,1-URGENT
1379105,1-URGENT
1379106,5-LOW
1379107,1-URGENT
1379108,1-URGENT
1379109,3-MEDIUM
1379110,4-NOT SPECIFIED
1379111,3-MEDIUM
1379136,2-HIGH
1379137,4-NOT SPECIFIED
1379139,1-URGENT
1379140,5-LOW
1379141,1-URGENT
1379143,1-URGENT
1379170,3-MEDIUM
1379172,1-URGENT
1379173,1-URGENT
1379174,1-URGENT
1379175,3-MEDIUM
1379201,3-MEDIUM
1379202,2-HIGH
1379203,1-URGENT
1379205,5-LOW
1379207,5-LOW
1379233,3-MEDIUM
1379234,1-URGENT
1379235,4-NOT SPECIFIED
1379237,5-LOW
1379238,5-LOW
1379266,1-URGENT
1379268,1-URGENT
1379271,2-HIGH
1379296,1-URGENT
1379297,5-LOW
1379299,5-LOW
1379300,5-LOW
1379301,4-NOT SPECIFIED
1379302,1-URGENT
1379303,5-LOW
1379328,4-NOT SPECIFIED
1379329,1-URGENT
1379330,3-MEDIUM
1379331,1-URGENT
1379334,2-HIGH
1379335,3-MEDIUM
1379360,1-URGENT
1379361,3-MEDIUM
1379363,5-LOW
1379364,1-URGENT
1379365,1-URGENT
1379367,5-LOW
1379393,2-HIGH
1379394,2-HIGH
1379396,5-LOW
1379399,5-LOW
1379424,1-URGENT
1379425,5-LOW
1379426,5-LOW
1379427,5-LOW
1379428,5-LOW
1379431,5-LOW
1379458,1-URGENT
1379459,4-NOT SPECIFIED
1379460,4-NOT SPECIFIED
1379488,5-LOW
1379489,4-NOT SPECIFIED
1379490,3-MEDIUM
1379491,2-HIGH
1379493,3-MEDIUM
1379494,1-URGENT
1379495,1-URGENT
1379520,1-URGENT
1379521,4-NOT SPECIFIED
1379522,4-NOT SPECIFIED
1379523,5-LOW
1379524,3-MEDIUM
1379526,5-LOW
1379527,3-MEDIUM
1379553,1-URGENT
1379554,3-MEDIUM
1379555,5-LOW
1379556,5-LOW
1379558,3-MEDIUM
1379584,1-URGENT
1379585,5-LOW
1379586,1-URGENT
1379589,3-MEDIUM
1379590,3-MEDIUM
1379591,1-URGENT
1379618,1-URGENT
1379619,5-LOW
1379620,1-URGENT
1379622,1-URGENT
1379623,4-NOT SPECIFIED
1379648,3-MEDIUM
1379649,5-LOW
1379651,1-URGENT
1379654,2-HIGH
1379680,1-URGENT
1379682,4-NOT SPECIFIED
1379683,2-HIGH
1379685,3-MEDIUM
1379686,1-URGENT
1379714,5-LOW
1379715,4-NOT SPECIFIED
1379717,1-URGENT
1379719,1-URGENT
1379744,4-NOT SPECIFIED
1379745,3-MEDIUM
1379746,1-URGENT
1379748,1-URGENT
1379749,1-URGENT
1379750,1-URGENT
1379780,3-MEDIUM
1379781,1-URGENT
1379783,1-URGENT
1379808,3-MEDIUM
1379809,1-URGENT
1379810,1-URGENT
1379811,5-LOW
1379813,1-URGENT
1379815,2-HIGH
1379841,5-LOW
1379842,5-LOW
1379845,4-NOT SPECIFIED
1379847,5-LOW
1379872,4-NOT SPECIFIED
1379874,4-NOT SPECIFIED
1379875,2-HIGH
1379876,3-MEDIUM
1379878,4-NOT SPECIFIED
1379904,3-MEDIUM
1379906,4-NOT SPECIFIED
1379907,1-URGENT
1379908,5-LOW
1379909,1-URGENT
1379911,3-MEDIUM
1379937,5-LOW
1379938,4-NOT SPECIFIED
1379940,1-URGENT
1379941,1-URGENT
1379942,2-HIGH
1379943,1-URGENT
1379970,3-MEDIUM
1379972,2-HIGH
1379973,3-MEDIUM
1379974,4-NOT SPECIFIED
1379975,4-NOT SPECIFIED
1380001,2-HIGH
1380002,3-MEDIUM
1380003,1-URGENT
1380004,4-NOT SPECIFIED
1380007,2-HIGH
1380033,5-LOW
1380034,1-URGENT
1380036,4-NOT SPECIFIED
1380038,4-NOT SPECIFIED
1380039,4-NOT SPECIFIED
1380064,1-URGENT
1380067,3-MEDIUM
1380068,2-HIGH
1380069,3-MEDIUM
1380070,3-MEDIUM
1380098,2-HIGH
1380099,2-HIGH
1380100,5-LOW
1380102,3-MEDIUM
1380128,4-NOT SPECIFIED
1380129,5-LOW
1380130,1-URGENT
1380134,5-LOW
1380160,4-NOT SPECIFIED
1380161,1-URGENT
1380163,4-NOT SPECIFIED
1380164,1-URGENT
1380165,1-URGENT
1380166,2-HIGH
1380167,2-HIGH
1380192,3-MEDIUM
1380194,1-URGENT
1380195,1-URGENT
1380196,5-LOW
1380197,2-HIGH
1380224,3-MEDIUM
1380225,1-URGENT
1380227,1-URGENT
1380229,1-URGENT
1380231,5-LOW
1380258,4-NOT SPECIFIED
1380260,2-HIGH
1380262,4-NOT SPECIFIED
1380289,5-LOW
1380290,2-HIGH
1380292,5-LOW
1380293,3-MEDIUM
1380295,4-NOT SPECIFIED
1380320,2-HIGH
1380321,1-URGENT
1380322,1-URGENT
1380324,1-URGENT
1380327,5-LOW
1380353,3-MEDIUM
1380354,5-LOW
1380356,1-URGENT
1380358,4-NOT SPECIFIED
1380384,4-NOT SPECIFIED
1380385,4-NOT SPECIFIED
1380386,4-NOT SPECIFIED
1380387,4-NOT SPECIFIED
1380389,3-MEDIUM
1380390,3-MEDIUM
1380391,2-HIGH
1380420,2-HIGH
1380450,1-URGENT
1380484,1-URGENT
1380487,2-HIGH
1380512,1-URGENT
1380516,3-MEDIUM
1380518,4-NOT SPECIFIED
1380544,5-LOW
1380546,3-MEDIUM
1380550,1-URGENT
1380576,2-HIGH
1380580,1-URGENT
1380581,5-LOW
1380582,5-LOW
1380608,5-LOW
1380609,4-NOT SPECIFIED
1380612,1-URGENT
1380613,1-URGENT
1380642,5-LOW
1380643,3-MEDIUM
1380644,2-HIGH
